elementwiseLogKernel, 565504, 4, 39, 39, 39 , 5249686.000000, 0, 
elementwiseLogKernel, 648025, 4, 39, 39, 39 , 6097884.000000, 0, 
elementwiseLogKernel, 19900521, 4, 47, 39, 40 , 164544463.000000, 16015, 
elementwiseLogKernel, 18619225, 4, 58, 57, 57 , 164907361.000000, 12197, 
elementwiseLogKernel, 9114361, 4, 60, 59, 59 , 71583536.000000, 5625, 
elementwiseLogKernel, 16613776, 4, 64, 57, 58 , 128699489.000000, 17365, 
elementwiseLogKernel, 4112784, 4, 64, 63, 63 , 31905008.000000, 5781, 
elementwiseLogKernel, 5396329, 4, 61, 59, 59 , 42308024.000000, 6437, 
elementwiseLogKernel, 3066001, 4, 61, 61, 61 , 24256935.000000, 0, 
elementwiseLogKernel, 9150625, 4, 45, 45, 45 , 81296796.000000, 5304, 
elementwiseLogKernel, 1937664, 4, 43, 43, 43 , 16926925.000000, 0, 
elementwiseLogKernel, 8952064, 4, 45, 43, 43 , 77103180.000000, 5520, 
elementwiseLogKernel, 23697424, 4, 45, 41, 42 , 209182638.000000, 13570, 
elementwiseLogKernel, 4734976, 4, 58, 54, 57 , 37347955.000000, 5068, 
elementwiseLogKernel, 21930489, 4, 49, 43, 44 , 181150620.000000, 15904, 
elementwiseLogKernel, 12787776, 4, 61, 57, 58 , 99330471.000000, 7882, 
elementwiseLogKernel, 5522500, 4, 63, 63, 63 , 43674830.000000, 0, 
elementwiseLogKernel, 8596624, 4, 39, 39, 39 , 78179527.000000, 3338, 
elementwiseLogKernel, 7425625, 4, 51, 50, 50 , 60002558.000000, 4409, 
elementwiseLogKernel, 1792921, 4, 53, 53, 53 , 14763915.000000, 0, 
elementwiseLogKernel, 8381025, 4, 45, 44, 44 , 76551738.000000, 3450, 
elementwiseLogKernel, 17960644, 4, 59, 58, 58 , 176095330.000000, 5736, 
elementwiseLogKernel, 9954025, 4, 61, 58, 58 , 78290195.000000, 8467, 
elementwiseLogKernel, 20079361, 4, 56, 55, 55 , 178848410.000000, 12082, 
elementwiseLogKernel, 12180100, 4, 59, 58, 58 , 97305481.000000, 5902, 
elementwiseLogKernel, 17422276, 4, 64, 58, 59 , 137798797.000000, 16837, 
elementwiseLogKernel, 15249025, 4, 60, 58, 59 , 119344769.000000, 6939, 
elementwiseLogKernel, 1373584, 4, 65, 65, 65 , 10848808.000000, 0, 
elementwiseLogKernel, 21362884, 4, 50, 49, 49 , 190177904.000000, 12544, 
elementwiseLogKernel, 24393721, 4, 56, 52, 53 , 201839042.000000, 16531, 
elementwiseLogKernel, 141376, 16, 40, 40, 40 , 1719567.000000, 0, 
elementwiseLogKernel, 162409, 16, 40, 40, 40 , 2028803.000000, 0, 
elementwiseLogKernel, 4977361, 16, 39, 39, 39 , 57229681.000000, 0, 
elementwiseLogKernel, 4656964, 16, 57, 57, 57 , 52090937.000000, 0, 
elementwiseLogKernel, 2280100, 16, 59, 59, 59 , 20698140.000000, 0, 
elementwiseLogKernel, 4153444, 16, 42, 42, 42 , 45788663.000000, 0, 
elementwiseLogKernel, 1028196, 16, 49, 49, 49 , 9242055.000000, 0, 
elementwiseLogKernel, 1350244, 16, 57, 57, 57 , 12389200.000000, 0, 
elementwiseLogKernel, 767376, 16, 60, 60, 60 , 7459359.000000, 0, 
elementwiseLogKernel, 2289169, 16, 48, 48, 48 , 25453371.000000, 0, 
elementwiseLogKernel, 484416, 16, 44, 42, 42 , 5306780.000000, 3594, 
elementwiseLogKernel, 2238016, 16, 42, 42, 42 , 23609344.000000, 0, 
elementwiseLogKernel, 5924356, 16, 44, 43, 43 , 64100204.000000, 4139, 
elementwiseLogKernel, 1183744, 16, 53, 53, 53 , 10650869.000000, 0, 
elementwiseLogKernel, 5484964, 16, 43, 43, 43 , 63160665.000000, 0, 
elementwiseLogKernel, 3196944, 16, 58, 58, 58 , 28692939.000000, 0, 
elementwiseLogKernel, 1380625, 16, 61, 61, 61 , 13512154.000000, 0, 
elementwiseLogKernel, 2149156, 16, 60, 60, 60 , 19167763.000000, 4922, 
elementwiseLogKernel, 1857769, 16, 50, 50, 50 , 20572257.000000, 3578, 
elementwiseLogKernel, 448900, 16, 43, 43, 43 , 5239491.000000, 0, 
elementwiseLogKernel, 2096704, 16, 40, 40, 40 , 23974580.000000, 0, 
elementwiseLogKernel, 4490161, 16, 39, 39, 39 , 51767542.000000, 0, 
elementwiseLogKernel, 2490084, 16, 56, 56, 56 , 23774055.000000, 0, 
elementwiseLogKernel, 5022081, 16, 41, 39, 40 , 57614729.000000, 4546, 
elementwiseLogKernel, 3045025, 16, 58, 58, 58 , 30461771.000000, 0, 
elementwiseLogKernel, 4355569, 16, 40, 39, 39 , 50162143.000000, 3497, 
elementwiseLogKernel, 3814209, 16, 60, 58, 58 , 36320587.000000, 6058, 
elementwiseLogKernel, 343396, 16, 61, 61, 61 , 3567848.000000, 0, 
elementwiseLogKernel, 5340721, 16, 41, 39, 39 , 60059381.000000, 5001, 
elementwiseLogKernel, 6100900, 16, 50, 50, 50 , 68410749.000000, 0, 
elementwiseLogKernel, 35344, 64, 50, 50, 50 , 666315.000000, 0, 
elementwiseLogKernel, 40804, 64, 50, 50, 50 , 763824.000000, 0, 
elementwiseLogKernel, 1245456, 64, 39, 39, 39 , 17290129.000000, 0, 
elementwiseLogKernel, 1164241, 64, 39, 39, 39 , 16283156.000000, 0, 
elementwiseLogKernel, 570025, 64, 50, 50, 50 , 8035606.000000, 0, 
elementwiseLogKernel, 1038361, 64, 41, 41, 41 , 14404197.000000, 0, 
elementwiseLogKernel, 257049, 64, 42, 42, 42 , 3782935.000000, 0, 
elementwiseLogKernel, 337561, 64, 44, 43, 43 , 4935464.000000, 3850, 
elementwiseLogKernel, 191844, 64, 44, 44, 44 , 2906541.000000, 0, 
elementwiseLogKernel, 573049, 64, 41, 41, 41 , 8162776.000000, 0, 
elementwiseLogKernel, 121104, 64, 40, 40, 40 , 1939159.000000, 0, 
elementwiseLogKernel, 559504, 64, 39, 39, 39 , 7991229.000000, 0, 
elementwiseLogKernel, 1481089, 64, 39, 39, 39 , 20595199.000000, 0, 
elementwiseLogKernel, 295936, 64, 46, 46, 46 , 4321404.000000, 0, 
elementwiseLogKernel, 1371241, 64, 41, 41, 41 , 19044183.000000, 0, 
elementwiseLogKernel, 799236, 64, 57, 57, 57 , 11126038.000000, 0, 
elementwiseLogKernel, 345744, 64, 59, 59, 59 , 5013081.000000, 0, 
elementwiseLogKernel, 537289, 64, 56, 56, 56 , 8348069.000000, 0, 
elementwiseLogKernel, 465124, 64, 56, 56, 56 , 6765688.000000, 0, 
elementwiseLogKernel, 112225, 64, 52, 52, 52 , 1903468.000000, 0, 
elementwiseLogKernel, 524176, 64, 40, 40, 40 , 7540053.000000, 0, 
elementwiseLogKernel, 1123600, 64, 39, 39, 39 , 15651449.000000, 0, 
elementwiseLogKernel, 622521, 64, 56, 56, 56 , 8717359.000000, 0, 
elementwiseLogKernel, 1256641, 64, 39, 39, 39 , 17525726.000000, 0, 
elementwiseLogKernel, 762129, 64, 57, 57, 57 , 10582514.000000, 0, 
elementwiseLogKernel, 1089936, 64, 39, 39, 39 , 15144045.000000, 0, 
elementwiseLogKernel, 954529, 64, 58, 58, 58 , 13222503.000000, 0, 
elementwiseLogKernel, 85849, 64, 60, 60, 60 , 1439218.000000, 0, 
elementwiseLogKernel, 1336336, 64, 49, 49, 49 , 18614062.000000, 0, 
elementwiseLogKernel, 1525225, 64, 39, 39, 39 , 21251634.000000, 0, 
elementwiseLogKernel, 8836, 256, 39, 39, 39 , 618415.000000, 0, 
elementwiseLogKernel, 10201, 256, 39, 39, 39 , 684862.000000, 3276, 
elementwiseLogKernel, 311364, 256, 40, 39, 39 , 16468797.000000, 3671, 
elementwiseLogKernel, 291600, 256, 57, 57, 57 , 15424704.000000, 0, 
elementwiseLogKernel, 142884, 256, 56, 56, 56 , 7603174.000000, 0, 
elementwiseLogKernel, 260100, 256, 44, 44, 44 , 13743388.000000, 0, 
elementwiseLogKernel, 64516, 256, 46, 46, 46 , 3497341.000000, 0, 
elementwiseLogKernel, 84681, 256, 58, 58, 58 , 4576088.000000, 0, 
elementwiseLogKernel, 47961, 256, 59, 59, 59 , 2663075.000000, 0, 
elementwiseLogKernel, 143641, 256, 47, 47, 47 , 7685559.000000, 0, 
elementwiseLogKernel, 30276, 256, 42, 42, 42 , 1750892.000000, 0, 
elementwiseLogKernel, 139876, 256, 39, 39, 39 , 7515714.000000, 0, 
elementwiseLogKernel, 370881, 256, 39, 39, 39 , 19556836.000000, 0, 
elementwiseLogKernel, 73984, 256, 45, 45, 45 , 4032194.000000, 0, 
elementwiseLogKernel, 343396, 256, 44, 44, 44 , 18115048.000000, 0, 
elementwiseLogKernel, 199809, 256, 58, 57, 57 , 10549339.000000, 4971, 
elementwiseLogKernel, 86436, 256, 47, 47, 47 , 5433355.000000, 0, 
elementwiseLogKernel, 134689, 256, 58, 58, 58 , 7195124.000000, 0, 
elementwiseLogKernel, 116281, 256, 49, 48, 48 , 6279946.000000, 3632, 
elementwiseLogKernel, 28224, 256, 42, 42, 42 , 1635617.000000, 0, 
elementwiseLogKernel, 131044, 256, 39, 39, 39 , 7079869.000000, 0, 
elementwiseLogKernel, 280900, 256, 40, 39, 39 , 14856424.000000, 4130, 
elementwiseLogKernel, 156025, 256, 39, 39, 39 , 8332964.000000, 0, 
elementwiseLogKernel, 314721, 256, 40, 39, 39 , 16607211.000000, 4099, 
elementwiseLogKernel, 190969, 256, 39, 39, 39 , 10136759.000000, 0, 
elementwiseLogKernel, 272484, 256, 39, 39, 39 , 14401375.000000, 0, 
